source_url_processed,f0,f1,f2,f3,f4,fact,bias
hoax-slayer.com,8.9082888855571,4.9126548857360515,5.634789603169249,3.218875824868201,8.695506726812653,2,3
home.nra.org,13.456515782438636,6.587550014824796,8.341410211461865,7.0925737159746784,9.641213284018882,1,1
americanbridgepac.org,10.23315094722801,8.099554282376364,6.620073206530356,6.656726524178391,9.833065088239582,1,5
orlandosentinel.com,12.62694839733777,6.470799503782603,8.131530710604252,6.688354713946763,12.049015245281296,2,2
voanews.com,14.266542227314115,5.476463551931511,8.442685139241176,4.204692619390967,11.66011195099585,2,3
dailyclimate.org,9.652715834104443,6.306275286948017,6.665683717782406,6.548219102762372,10.048669562380628,2,4
newsandstoriesfromusa.com,17.80293130914475,3.8712010109078916,11.43578520777586,3.258096538021482,10.56206916790876,0,0
tbo.com,11.806184457454206,9.112065802707844,7.055312843339753,5.497168225293202,11.721328912762685,2,2
fraserinstitute.org,10.157043910258533,7.050122520269059,6.964135612418245,7.508787170634277,9.690665550293788,2,2
thesmokinggun.com,10.633858260894039,5.236441962829949,7.361375428977347,3.912023005428147,8.572249397164315,2,2
offendedamerica.com,11.983834933819358,9.17378011666438,7.22256601882217,10.094768850701556,10.286025156000587,1,1
calgarysun.com,11.424389289702704,5.3706380281276624,6.810142450115137,6.220590170099739,11.204128704847383,2,2
southafricatoday.net,8.835646922534773,8.43771698991444,4.442651256490317,6.761572768804054,8.940367233305174,0,1
capitolfax.com,10.098025846840004,7.613324979540639,6.6450909695056435,8.427487278331744,10.459037945081628,2,3
blackpigeonspeaks.com,10.62232684601953,4.532599493153255,5.5294290875114225,8.630343289348893,6.981934677156389,0,0
churchmilitant.com,9.557823197546,5.963579343618447,5.247024072160486,6.694562058521094,9.84506363239841,1,1
liberalamerica.org,8.878497403738631,3.610917912644224,4.61512051684126,7.1308988302963465,10.188177653501851,1,5
newscientist.com,15.032864237734268,4.290459441148391,10.428275251318173,9.659567149523216,10.919533117547276,2,3
nationinstitute.org,8.870241567299269,6.436150368369428,6.222576268071369,5.541263545158426,8.417814747435957,2,4
theskimm.com,12.408944099364321,6.7381524945959566,7.539027055823995,11.095438381634741,9.57227147806062,2,3
iowastartingline.com,9.40195197567723,7.5714736488512715,5.869296913133774,8.437933510430605,10.317912402015763,2,5
deepleftfield.info,14.18344270120376,6.705639094860003,8.698847859222488,9.826768482122723,10.643017239276974,1,5
burrardstreetjournal.com,6.760414691083428,4.4067192472642525,2.9957322735539913,5.6937321388027,6.161207321695078,0,3
who.int-en,15.325378490514964,7.443663683115591,10.088555334998107,8.982686665184088,10.45250451367605,2,3
kutv.com,11.570618735748699,6.836259277277068,7.112327444710911,8.136518252115291,11.831110068968215,2,2
propublica.org,13.526069606257538,5.771441123130017,9.716073048676163,8.207129168071326,10.940685324169364,2,4
yellowhammernews.com,9.52002852469058,5.6937321388027,5.572154032177764,6.001414877961151,10.088596886532404,2,1
news.groopspeak.com,0.0,0.0,0.0,0.0,0.0,1,5
fairvote.org,9.257605564443297,6.699500340161678,6.107022887742255,7.802209316247118,9.50822026940441,2,4
intellectualtakeout.org,9.015662792972645,9.02749867993534,4.672828834461906,7.51425465281641,8.481566013773088,1,1
lawnewz.com,7.83002808253384,6.895682697747867,4.430816798843313,5.924255797414531,8.371242135931933,2,4
conservativefighters.com,0.0,0.0,0.0,0.0,0.0,0,0
oilprice.com,4.262679877041316,0.6931471805599453,1.3862943611198906,0.0,1.3862943611198906,2,2
the-american-interest.com,9.459073694289387,6.0330862217988015,6.198478716492307,4.672828834461906,10.3682901799898,2,2
illinoispolicy.org,10.507967440379907,10.460786372659188,6.779921907472253,8.077447149331201,10.201701469897317,2,1
washingtonpost.com,16.35698333048173,7.3132203870903005,11.364761826987095,8.408047744155441,12.547009899110547,2,4
delawareonline.com,11.639002895718095,5.846438775057725,6.549650742233809,5.641907070938113,11.157906292342437,2,4
gawken.com,7.669961995473577,0.6931471805599453,3.2958368660043287,3.58351893845611,7.032624261028007,0,3
bigleaguepolitics.com,11.275505488737211,2.19722457733622,6.646390514847728,1.0986122886681098,9.411647228681217,1,1
azcentral.com,12.832174164701328,8.700847193443973,8.069655306886165,7.099201743553093,12.185502523785464,2,2
leftsideofhistory.com,7.642044402873258,8.465268118551318,4.9836066217083355,5.5333894887275195,10.190807059268902,1,5
nationalobserver.com,10.891112413014607,10.262978527734342,7.544332108053688,7.602401335665817,11.417229210648728,2,4
reagancoalition.com,10.96070476583785,2.8332133440562166,5.899897353582492,0.0,11.221396000789554,0,0
stratfor.com,11.979316326020887,6.928537818164664,8.533263371593733,7.039660349862076,10.711881221100462,2,3
monthlyreview.org,9.199481628641307,5.648974238161206,5.605802066295998,5.4380793089231965,8.033009498596668,2,4
newswars.com,5.8888779583328805,2.9957322735539913,1.0986122886681098,0.0,3.8918202981106265,0,0
indystar.com,12.481820032097984,6.124683390894206,7.954021087278037,7.839525581704677,12.31148166001191,2,4
progressive.org,10.344191096070313,9.726631035173233,7.491645473605133,7.371489295214277,9.50390510758612,2,5
oathkeepers.org,9.936293504261306,3.8501476017100575,6.204557762568691,6.380122536899765,7.86403565907245,0,0
realcleardefense.com,10.446044374463572,8.247220052745229,6.987490247000991,6.734591659972947,10.345991508079278,2,2
berkeleyside.com,11.002799596318509,7.858640655620791,6.762729506931878,9.29228895462335,10.999980931232571,2,4
anthropocenemagazine.org,9.644911105223,7.734121303328305,6.659293919683638,7.0975488506147935,7.990238185720362,2,3
atlbanana.com,2.079441541679836,2.6390573296152584,0.0,0.0,3.3672958299864737,0,3
theroot.com,13.038340258393859,9.586102000710905,8.671286726753637,8.580543506917,11.624905026332936,2,5
salon.com,13.803048224673178,8.671629544720656,9.682279626689674,7.3118861640771655,12.201180699449743,2,5
daltondailycitizen.com,7.841492924460013,1.791759469228055,3.80666248977032,0.6931471805599453,9.87801588656246,2,2
ydr.com,10.516102322204153,7.945555428253488,6.29156913955832,7.050989447068045,11.978261970115785,2,4
bluestemprairie.com,7.499423290592228,6.699500340161678,4.394449154672439,0.0,8.615408238913194,2,4
wilsoncenter.org,10.775220152546073,7.989560449333865,7.22402480828583,8.098338846189058,10.268026494031648,2,3
brokenworldnews.com,6.880384082186005,5.525452939131784,3.1780538303479458,3.737669618283368,8.929964874706839,0,3
atimes.com,9.778661019589283,6.29156913955832,6.93537044601511,4.624972813284272,10.318044537322509,2,3
patriotfires.com,4.9126548857360515,4.465908118654584,0.0,4.890349128221754,5.272999558563747,0,0
airspacemag.com,10.390686245670963,6.317164686747284,6.7945865808765,3.8712010109078916,8.754634047431272,2,3
allgov.com,7.236339342754344,4.672828834461906,4.867534450455582,0.0,9.288596869941948,2,3
thegoldwater.com,9.95655427347282,9.149740749847252,4.634728988229637,9.554851637414009,10.238136699767876,0,0
lynx.media,3.1780538303479458,0.0,0.0,0.0,8.38091517312361,1,2
resistancereport.com,13.302437410407805,5.4380793089231965,9.257128533474944,6.601230118728878,9.033125752550372,0,6
unicornriot.ninja,10.970144669962686,7.094234845924755,6.874198495453294,8.368693183097793,9.507700460979237,2,4
democraticreview.com,12.170849531320114,8.492285555710053,7.83399634170946,1.3862943611198906,11.09692505494668,0,6
taskandpurpose.com,10.227706451275251,7.304515946460155,6.320768294250582,7.332369205929062,10.591747811522678,2,3
zdf.de,13.954952449128509,5.934894195619588,8.540128162698734,9.889794225404126,12.013579533414722,2,3
medicaldaily.com,9.91447694733573,7.186901020411631,6.2422232654551655,6.527957917622549,10.537574511966527,2,3
americannewsx.com,7.665753431861699,7.232733136177615,3.737669618283368,7.450660796211539,9.041092974669501,1,5
ibtimes.com,11.746359883208024,4.007333185232471,7.560080465021827,7.094234845924755,12.018748597113428,1,4
gq.com,14.060867162495873,6.642486801367255,9.083529205109796,9.34687973611501,11.414209492031071,2,5
japantimes.co.jp,12.543073313935285,3.7841896339182615,9.190953658175992,0.0,12.003527973047184,2,3
theguardian.com-us,15.796609677235315,7.011213987350367,10.957817003758693,4.990432586778736,13.043307182966554,2,4
chicksontheright.com,11.03201456715244,7.155396301896733,6.565264970035361,9.815639461962931,10.924930778433108,1,1
seeker.com,2.19722457733622,0.0,0.0,0.0,0.0,2,3
foreignpolicyjournal.com,8.273591798199634,6.208590026096629,5.288267030694535,3.3672958299864737,8.867004635333569,2,5
quantamagazine.org,10.99189797871964,6.100318952020063,7.549082710812286,7.362645270417825,8.994668835500674,2,3
democratandchronicle.com,11.783677530199164,8.448057452581375,7.150701457592526,8.289790583181642,11.97804845324086,2,4
buzzfeed.com,15.68798927519161,7.9824163468277325,10.052381583217565,8.214465160759186,12.194986419792606,1,4
harvardpolitics.com,8.9641840463529,4.84418708645859,5.45958551414416,4.356708826689592,8.130647968160584,2,3
newsuptoday.com,17.80293166154702,3.8712010109078916,11.435796009653227,3.258096538021482,10.56206916790876,0,0
nrdc.org,12.603367803632874,8.19946419761216,8.924523226133914,8.838261682885651,11.26708886310834,2,4
sciencetrends.com,7.554858521040676,5.786897381366707,3.555348061489413,8.862483576488332,7.918992488165245,2,3
viralcords.com,3.912023005428147,3.258096538021482,0.0,1.791759469228055,3.80666248977032,0,3
africanews.com,10.10311679678527,5.5683445037610975,6.2324480165505225,5.4380793089231965,9.833440554224094,2,3
climatecentral.org,11.430923338889635,8.782476268924539,8.101677747454572,10.404656702268806,10.954239244852738,2,3
siouxcityjournal.com,10.135035686194149,6.760414691083428,6.018593214496233,7.210079628170787,11.78003231174855,2,3
startribune.com,12.77571514046851,6.755768921984255,8.210124405164269,7.5032896306750825,11.863856946761894,2,4
commentarymagazine.com,10.42486728524065,6.478509642208568,7.146772179452637,4.189654742026425,10.556593683558887,2,1
themaven.net-beingliberal,9.194922119247805,7.533158807455562,5.313205979041787,7.372746366404328,9.670483041375043,1,5
merionwest.com,8.399760094524142,4.0943445622220995,3.0910424533583165,3.49650756146648,7.172424577124845,2,3
cpj.org,12.036108421424945,7.400009517162693,8.573573524852344,7.676009932028887,10.707907735505502,2,3
adelaidenow.com.au,11.838827750241707,10.067729995930176,6.834108738813838,8.755107121633896,11.705263357039671,1,1
redpepper.org.uk,8.509161019718974,6.448889394146858,5.648974238161206,7.952615111651,8.571870752706934,2,5
worldsocialism.org-spgb,10.11920358802154,7.990576881743923,6.148468295917647,8.060224240440958,10.888688485813491,2,5
examine.com,10.002518075999083,6.230481447578483,6.182084906716633,9.15133319139615,8.803574418134971,2,3
freespeech.org,10.066583815344949,8.63817111796914,6.7068623366027476,7.816416983691801,10.969972576618831,2,5
epi.org,10.79349590881609,6.073044534100405,7.5968944381445445,5.758901773877279,9.546241016698438,2,4
atlanticmedia.com,8.278936002291982,6.238324625039509,5.0369526024136295,7.392647520721622,8.611593866837723,2,4
citizencritics.org,7.665753431861699,5.575949103146316,4.262679877041316,9.349145334853363,11.211266164587588,2,5
thestranger.com,11.745924293115165,6.042632833682381,7.164720378771857,8.31581113188354,10.522961281909057,2,4
bangkokpost.com,11.612806998379796,4.007333185232471,7.711548979629147,3.8501476017100575,11.597615817131144,2,3
fpif.org,8.206310725794019,6.068425588244112,5.476463551931511,0.0,8.585599224080298,2,4
bigamericannews.com,11.793242985558956,6.200509174042691,7.084226422097917,9.436120444611523,9.950800435586746,0,3
psypost.org,12.36656602498585,12.041357187782474,8.38320455141292,0.6931471805599453,10.576074819130712,2,3
tharawat-magazine.com-#gs.a9CcWpc,8.290041618704489,7.377133712833954,4.418840607796597,7.0166096838942185,8.182279739259018,2,2
daily.jstor.org,10.175535547203939,6.826545223556594,6.586171654854675,8.708144074908246,9.530683226667511,2,3
beliefnet.com,9.780980878043332,6.856461984594588,6.763884908562435,4.663439094112067,10.263257701382162,1,1
outsidethebeltway.com,6.692083742506628,1.3862943611198906,4.5217885770490405,0.6931471805599453,10.029150570531783,2,4
placesjournal.org,9.91881941653311,7.559038255443383,6.784457062637642,6.984716320118267,9.124019665509657,2,3
swarajyamag.com,11.226682356712704,6.513230110912308,6.302618975744905,6.3784261836515865,10.880534662252396,2,2
politicalgarbagechute.com,0.0,0.0,0.0,0.0,0.0,0,3
rewire.news,10.975413575941731,8.147288258706624,7.7279755421055585,10.083138880774204,11.210143290995802,2,5
defconwarningsystem.com,11.412331349734526,4.499809670330264,6.953684210870537,4.0943445622220995,8.252706676567644,2,3
pnas.org,11.387248856882227,7.117205503164344,7.409741954080922,2.3978952727983707,8.748939631537715,2,3
quillette.com,11.3254627148614,4.59511985013459,6.728628613084703,3.258096538021482,8.476787776781201,2,2
truthexaminer.com,9.609250711113672,7.7075121946003415,6.57507584059962,9.811865562988816,11.402798050124725,0,6
aljazeera.com,15.393435305633911,5.5606816310155285,10.859133603888342,7.972810784121403,12.257022380908086,2,4
milo.yiannopoulos.net,6.57507584059962,1.0986122886681098,2.302585092994046,4.48863636973214,7.23561914106675,0,0
magicvalley.com,8.412943170042439,6.785587645007928,5.153291594497778,7.324489979348532,10.51330747050632,2,3
msn.com,12.376119171448515,6.54534966033442,7.365180126021014,3.4011973816621555,11.755926544034345,2,4
nationmaster.com,5.916202062607435,4.997212273764115,3.0910424533583165,1.3862943611198906,3.8712010109078916,2,3
mentaldaily.com,9.859013062434302,7.976938756959433,3.4011973816621555,6.601230118728878,4.5217885770490405,2,3
skeptic.com,10.1616893196654,6.625392368007955,6.904750769961837,5.181783550292085,8.822322177471738,2,3
panampost.com,9.096723645189217,7.2562972396906815,5.683579767338681,7.240649694255465,10.603933035577183,2,4
marketwatch.com,15.088441353168841,5.25227342804663,10.070483943227336,7.878155336503324,12.377830266587315,2,3
novinite.com,8.903815211722922,4.990432586778736,5.683579767338681,0.0,11.063884574145188,2,3
liberationnews.org,9.874058741845317,7.468513271496338,6.9782137426306985,0.0,9.858176329826128,2,5
abriluno.com,1.3862943611198906,2.8332133440562166,0.0,0.0,1.0986122886681098,0,3
detroitnews.com,12.512560525088515,7.829232537543592,8.04237800517328,7.404279118037268,12.24243350396374,2,2
thechronicleherald.ca,11.686559393366618,6.721425700790642,7.201170883281678,6.259581464064922,11.822730998909632,1,2
pinknews.co.uk,12.02350105748101,7.0273145140397775,7.784889295655098,6.7381524945959566,11.041432727553053,2,5
theduran.com,8.772920092626467,7.153833801578842,5.123963979403259,4.875197323201151,9.18993356219852,0,0
teaparty.org,8.04237800517328,7.108244139731541,4.59511985013459,1.791759469228055,10.554405498878335,0,0
frc.org,10.430963782371098,8.644530439877432,6.883462586413093,8.087332926473351,10.3682901799898,0,0
stocksnewsdaily.com,0.0,0.0,0.0,0.0,0.0,1,4
theoutline.com,10.619643001144992,6.124683390894206,6.796823718274855,7.793174347189205,9.28461261635077,2,5
retractionwatch.com,10.212441760263447,2.3978952727983707,6.539585955617668,0.6931471805599453,8.876823763180601,2,3
uawire.org,7.622663951323595,4.276666119016055,4.02535169073515,2.5649493574615367,9.34940642009918,1,4
photographyisnotacrime.com,9.107864580386947,8.716207971151853,6.26530121273771,8.457230850243555,10.3200574403764,2,5
babylonbee.com,11.660664203596413,3.258096538021482,6.736966958001855,1.0986122886681098,8.036249942132116,0,3
deadline.com,13.514274375507394,11.786556786324349,8.560252680876685,6.854354502255021,11.611693296564702,2,4
polygraph.info,8.056109659545061,5.45958551414416,4.90527477843843,5.556828061699537,7.668561108015897,2,3
conservativebyte.com,8.668539943910764,2.9957322735539913,4.795790545596741,0.0,10.376019233564435,0,0
ntd.tv,8.582980931954241,7.117205503164344,4.976733742420574,5.342334251964812,10.403474651121122,2,2
fas.org,9.536329278582553,5.720311776607412,6.902742737158593,5.609471795184961,8.939843124278502,2,3
guttmacher.org,10.43737519189882,6.726233402358747,7.1180162044653335,7.882314918980267,9.244161920451694,2,4
al-monitor.com-pulse-home.html,11.623375009526386,6.9957661563048505,8.128880142125638,6.905753276311464,11.046786358826644,2,4
secondnexus.com,7.035268599281098,4.51085950651685,3.7612001156935615,4.465908118654584,7.29505641646263,1,4
nwitimes.com,10.96070476583785,7.8367647832640674,6.26530121273771,6.180016653652572,11.700383805869336,2,3
morningstaronline.co.uk,10.551924982703786,7.318539548567902,6.656726524178391,8.14060704285845,10.754642251464746,2,5
climaterealityproject.org,12.935243125266776,8.208764045819668,9.07165285220229,10.307685191077328,11.026938784551156,2,5
theproudliberal.org,5.147494476813453,5.4380793089231965,1.6094379124341005,3.4011973816621555,8.195609567288775,0,6
nccivitas.org,8.889032571874743,7.998335395952983,5.631211781821365,6.956545443151568,8.977651407818444,1,1
vox.com,13.514593285378874,5.5294290875114225,9.599066156080047,7.739794458408701,11.396548939714187,2,5
freedumjunkshun.com,8.224163512637862,8.121480374750751,4.5217885770490405,7.00850518208228,8.816853240627426,0,3
aol.com,9.313889247604742,2.9444389791664403,4.356708826689592,6.3613024775729965,10.439980923050696,2,4
lgbtqnation.com,11.988693696920814,6.647688373563329,7.339537695407674,6.419994928147143,10.575896167946674,2,5
beaware.one,6.259581464064922,5.153291594497778,1.9459101490553128,2.5649493574615367,5.062595033026967,0,0
liberalsociety.com,7.400009517162693,0.0,2.4849066497880004,1.6094379124341005,5.170483995038151,0,6
mwcnews.net,12.410489950042816,7.416979621381153,7.281385663570282,9.013351778138825,10.735940049494326,2,4
taxpayer.com,8.967376693212666,7.373374309910048,5.2626901889048865,5.8888779583328805,8.651199471263972,2,2
santamariatimes.com,8.551401362745974,6.642486801367255,5.135798437050261,5.758901773877279,10.465927919019617,2,3
wilderness.org,11.471519966911556,8.461257559085935,7.867105500316738,7.124478262493424,10.26074232833987,2,4
jamestown.org,9.59082949401417,7.066466970136958,6.572282542694008,4.9836066217083355,9.907081088046258,2,2
bluntforcetruth.com,9.097619501912064,4.934473933130692,4.02535169073515,7.473069088032196,9.316320695513417,0,0
independent.co.uk,14.748614748134713,7.021083964289139,10.005863619152997,4.07753744390572,13.519809754585117,2,4
desmogblog.com,8.870241567299269,7.002155954403621,5.605802066295998,7.4259536570775415,10.102379394048043,2,5
niskanencenter.org,8.873748128154395,7.999342952713282,5.384495062789089,7.440733707389262,9.203114326884444,2,3
scientificamerican.com,15.114495224875105,6.338594078203182,10.271839059304193,7.003974136722679,10.987104639696746,2,3
greenleft.org.au,8.736328721332908,6.799055862058796,5.793013608384143,6.3935907539506305,10.00681099476803,1,5
texasmonthly.com,12.087981437393527,6.542471960506806,8.141481041457421,8.005033344637111,10.275051108968613,2,4
pravdareport.com,9.973386679915793,1.6094379124341005,6.83087423464618,0.6931471805599453,10.294921347231316,1,5
hindustantimes.com,15.683031429296118,6.6052979209482015,8.786609455061125,8.021584533455107,13.133859048257802,2,4
peninsuladailynews.com,8.451907724717607,6.2402758451707685,5.420534999272285,5.8607862234658645,10.017485656589539,2,2
mirror.co.uk,13.838498303460131,8.746080217357513,8.666302614004076,7.0561752841004095,12.895628384577794,1,5
americablog.com,9.895102496001687,4.043051267834549,6.856461984594588,3.0910424533583165,5.37989735354046,2,5
bb4sp.com,0.0,0.0,0.0,0.0,0.0,0,0
firstinfreedomdaily.com,8.565411763686711,5.899897353582492,5.081404364984463,2.5649493574615367,6.056784013228625,1,1
fresnobee.com,11.346776425175829,6.483107351457199,6.829793737512425,7.829630389150193,11.332266525262174,2,4
bostonglobe.com,13.482260524466279,7.116394144093465,9.238927828828094,5.916202062607435,12.672410187883992,2,4
americanpatriotdaily.com,10.812108950105376,7.715569534520206,6.054439346269372,8.140898460607852,9.861988245358097,0,0
helsinkitimes.fi,10.151986911112648,5.755742213586912,5.855071922202427,4.007333185232471,9.63782786411884,2,4
shameproject.com,10.887642519226413,5.799092654460527,7.600902459542082,6.739336627357174,10.82746863769429,2,4
pri.org-programs-globalpost,11.2655916748548,7.408530566894625,8.20685642839965,7.036148493750536,11.440580553096568,2,4
tribunemagazine.org,8.462948176563842,0.0,5.214935757608987,0.0,2.8903717578961645,2,5
dailywire.com,12.01995991129621,9.018089684104345,7.195187320178709,7.787382026484702,11.090660018183717,1,1
skepticalscience.com,9.76560384517274,5.924255797414531,7.029972911706387,5.910796644040527,9.454618995820349,2,3
todayifoundout.com,10.006856085513162,4.962844630259907,6.008813185442595,6.0591231955817975,8.777247096750544,2,3
bismarcktribune.com,9.419466131522187,5.937536205082426,5.924255797414531,3.258096538021482,10.383379629532193,2,3
sbs.com.au,0.0,0.0,0.0,0.0,0.0,2,4
researchantisemitism.ca,0.0,0.0,0.0,0.0,0.0,0,0
occupydemocrats.com,10.665624271244138,2.9957322735539913,6.593044534142437,9.82730820579731,10.532416160769422,0,6
vanityfair.com,15.384948637810357,7.0808678966907825,9.888526187395968,8.422662707570003,11.46815819808769,2,5
eurasiareview.com,8.439447842791385,7.5688956634069955,5.762051382780178,0.0,12.01679897872358,2,3
thedailyvox.co.za,10.5094142433348,7.441906728051626,5.786897381366707,8.514188682395938,11.118088675651245,2,5
newbernsj.com,8.395025557442029,7.085901464365611,4.890349128221754,4.4543472962535064,9.827847638327382,2,3
verafiles.org,8.903815211722922,5.575949103146316,4.84418708645859,3.4339872044851463,8.792397742356906,2,3
afa.net,9.598862759354034,6.035481432524756,5.958424693029783,7.81923445385907,9.037057839832896,0,0
freedomcrossroads.com,6.6320017773956295,6.553933404025811,2.772588722239781,2.5649493574615367,5.476463551931511,1,1
noozhawk.com,8.640648995343156,7.671826797878782,5.288267030694535,3.1354942159291497,10.268130666124037,2,3
dailydems.com,10.684760072732194,4.672828834461906,7.553810852008231,0.6931471805599453,10.731668122158984,1,5
crisismagazine.com,9.608377964255553,6.016157159698354,6.206575926724928,3.0910424533583165,9.071193240566023,1,1
thenewsliteracyproject.org,9.016876974763383,7.30854279753919,5.808142489980444,7.867105500316738,8.355144739461839,2,3
wral.com,12.808994198016565,8.973604867142505,7.734558844354756,8.163940954755008,11.760316651838428,2,3
dieharddemocrat.com,4.189654742026425,2.19722457733622,0.0,5.0998664278242,8.07153089355666,2,5
thesternfacts.com,5.278114659230517,4.875197323201151,1.3862943611198906,4.127134385045092,4.007333185232471,1,5
truthinmedia.com,10.144667466336434,5.564520407322693,5.8888779583328805,6.2709884318582985,9.089753408987065,0,0
kff.org,11.460484143430559,3.1354942159291497,7.901747518520144,2.6390573296152584,9.878426121940755,2,3
