source_url_processed,f0,fact,bias
uawire.org,1,1,4
photographyisnotacrime.com,1,2,5
babylonbee.com,0,0,3
deadline.com,1,2,4
polygraph.info,1,2,3
conservativebyte.com,0,0,0
ntd.tv,1,2,2
fas.org,1,2,3
guttmacher.org,1,2,4
al-monitor.com-pulse-home.html,1,2,4
secondnexus.com,1,1,4
nwitimes.com,1,2,3
morningstaronline.co.uk,1,2,5
climaterealityproject.org,1,2,5
theproudliberal.org,1,0,6
nccivitas.org,1,1,1
vox.com,0,2,5
freedumjunkshun.com,1,0,3
aol.com,1,2,4
lgbtqnation.com,1,2,5
beaware.one,1,0,0
liberalsociety.com,1,0,6
mwcnews.net,1,2,4
taxpayer.com,1,2,2
santamariatimes.com,1,2,3
wilderness.org,1,2,4
jamestown.org,1,2,2
bluntforcetruth.com,0,0,0
independent.co.uk,1,2,4
desmogblog.com,1,2,5
niskanencenter.org,1,2,3
scientificamerican.com,1,2,3
greenleft.org.au,0,1,5
texasmonthly.com,1,2,4
pravdareport.com,0,1,5
hindustantimes.com,1,2,4
peninsuladailynews.com,1,2,2
mirror.co.uk,1,1,5
americablog.com,1,2,5
bb4sp.com,0,0,0
firstinfreedomdaily.com,1,1,1
fresnobee.com,1,2,4
bostonglobe.com,1,2,4
americanpatriotdaily.com,0,0,0
helsinkitimes.fi,1,2,4
shameproject.com,1,2,4
pri.org-programs-globalpost,1,2,4
tribunemagazine.org,1,2,5
dailywire.com,1,1,1
skepticalscience.com,1,2,3
todayifoundout.com,0,2,3
bismarcktribune.com,1,2,3
sbs.com.au,0,2,4
researchantisemitism.ca,0,0,0
occupydemocrats.com,1,0,6
vanityfair.com,1,2,5
eurasiareview.com,1,2,3
thedailyvox.co.za,0,2,5
newbernsj.com,1,2,3
verafiles.org,1,2,3
afa.net,1,0,0
freedomcrossroads.com,1,1,1
noozhawk.com,1,2,3
dailydems.com,1,1,5
crisismagazine.com,1,1,1
thenewsliteracyproject.org,1,2,3
wral.com,1,2,3
dieharddemocrat.com,0,2,5
thesternfacts.com,1,1,5
truthinmedia.com,0,0,0
kff.org,1,2,3
cosmosmagazine.com,1,2,3
rightwingnews.com,1,0,0
mediashift.org,1,2,3
thebalance.com,0,2,3
christianpost.com,1,1,1
pogo.org,1,2,3
africanarguments.org,0,2,4
newswithviews.com,1,0,0
metro.co.uk,0,2,4
knowyourmeme.com,1,2,3
mediamatters.org,1,2,5
crisisgroup.org,1,2,4
newsweek.com,1,2,4
climateactiontracker.org,1,2,3
thepublicdiscourse.com,0,0,0
ocregister.com,1,2,2
taxjustice.net,1,2,4
theguardian.com-observer,1,2,4
howstuffworks.com,1,2,3
dailyprogress.com,1,2,3
libcom.org,1,2,5
zeit.de,1,2,4
statesmanjournal.com,1,2,2
renewamerica.com,1,0,0
scienceblogs.com,1,2,3
eurasiagroup.net,1,2,3
shtfplan.com,0,0,0
sourcewatch.org-index.php-SourceWatch,1,2,5
weeklystandard.com,1,2,1
joeforamerica.com,1,0,0
greentechmedia.com,1,2,4
news.cgtn.com,1,2,3
opendemocracy.net,1,2,4
breakingdefense.com,1,2,2
mprnews.org,1,2,4
newsbreakshere.com,1,0,0
egyptianstreets.com,1,1,4
70news.wordpress.com,1,0,0
poynter.org,1,2,3
addictinginfo.org,0,1,5
surenews.com,1,0,0
janes.com,0,2,3
nova-magazine.net,1,1,5
thewest.com.au,1,2,2
usaconservativereport.com,1,0,0
express.co.uk,1,2,1
observatory.journalism.wisc.edu,1,2,3
postbulletin.com,1,2,2
oilandwaterdontmix.org,1,2,4
iwf.org,1,2,1
newmoderate.com,0,2,4
ips-dc.org,1,2,5
worldtribune.com,1,2,1
merryjane.com,1,2,5
heritage.org,1,1,1
desertsun.com,1,2,2
americanheritage.com,1,2,3
westmonster.com,1,2,2
fullfact.org,1,2,3
phnompenhpost.com,1,2,3
fair.org,1,2,4
mainebeacon.com,1,2,4
redice.tv,1,0,0
taiwannews.com.tw,1,2,3
timesofisrael.com,1,2,4
newsmax.com,1,1,1
rstreet.org,1,2,2
ft.com,1,2,3
singularityhub.com,1,2,3
agerpres.ro,1,2,3
thepostemail.com,1,1,1
swedishwire.com,1,2,3
contrailscience.com,1,2,3
globalriskinsights.com,1,2,4
diversityinc.com,1,2,4
pilotonline.com,1,2,4
nation.com.pk,1,2,2
daily-journal.com,1,2,3
ncpolicywatch.com,1,2,4
stopfake.org,1,2,4
almasdarnews.com,0,1,4
pgpf.org,1,2,3
realnewsrightnow.com,1,0,3
commoncause.org,1,2,4
theestablishment.co,0,2,5
progresstribune.com,0,0,6
rightweb.irc-online.org,0,2,4
rollingstone.com,1,2,4
daily49er.com,1,2,5
freepress.org,1,2,5
defenddemocracy.org,0,2,1
independent.org,1,2,2
fbherald.com,1,2,2
mlive.com-grand-rapids-#-0,1,2,2
providencejournal.com,1,2,4
jewishbreakingnews.com,0,1,2
realclimate.org,1,2,3
truth-out.org,1,1,5
ffrf.org,1,2,3
warontherocks.com,1,2,3
socialistworker.org,1,2,5
verifiedpolitics.com,0,2,5
vermontindependent.org,1,1,5
rapidcityjournal.com,1,2,3
maplight.org,1,2,3
deseretnews.com,1,2,2
hollywoodreporter.com,1,2,4
mic.com,1,2,4
theonion.com,0,0,3
demos.org,1,2,4
watchers.news,0,2,3
themarysue.com,1,2,5
ledevoir.com,1,2,3
auburnpub.com,1,2,3
quadrant.org.au,1,1,1
studentnewsdaily.com,1,2,2
csmonitor.com,1,2,3
patribotics.blog,0,0,1
mbganews.com,0,0,0
politifeed.net,1,1,1
bloomberg.com,1,2,4
itsgoingdown.org,1,1,5
republicanssucks.org,0,1,5
bipartisanpolicy.org,1,2,2
antifascistnews.net,0,2,5
reason.com,1,2,2
kentucky.com,1,2,4
dailysignal.com,1,1,1
courier-journal.com,1,2,4
vancouversun.com,1,2,4
timescolonist.com,1,2,4
techxplore.com,1,2,3
dailyrecord.com,1,2,3
vivaliberty.com,0,1,1
newsite.thehindu.com,1,2,4
scotusblog.com,1,2,3
consumerist.com,1,2,3
dailynews.com,1,2,2
edmontonjournal.com,1,2,4
hcn.org,1,2,4
icenews.is,1,2,4
680news.com,1,2,3
jezebel.com,0,1,5
takepart.com,0,2,5
abcnews.go.com,1,2,4
spectator.co.uk,1,2,2
americasquarterly.org,0,2,2
en.wikinews.org-wiki-Main_Page,1,2,3
nautil.us,1,2,3
nj.com-starledger,1,2,4
punchingbagpost.com,1,2,2
digitaljournal.com,1,2,3
triblive.com,1,2,2
crimeresearch.org,0,1,1
themonthly.com.au,1,2,4
theoslotimes.com,1,2,4
euronews.com,1,2,3
counterpunch.org,1,2,5
pennlive.com,1,2,4
toprightnews.com,1,0,0
newsobserver.com,1,2,4
altoday.com,1,2,3
humanprogress.org,1,1,2
conservativemedia.com,1,0,0
newsbiscuit.com,1,0,3
news24.com,1,2,3
chicagotribune.com,1,2,4
thelondoneconomic.com,1,1,5
ebar.com,1,2,5
toledoblade.com,0,2,2
consmovement.com,1,0,0
jta.org,1,2,3
youngcons.com,1,1,1
reverbpress.com,1,1,5
rooseveltinstitute.org,1,2,4
therebel.media,1,1,1
inquirer.net,1,2,4
thelapine.ca,0,0,3
newpol.org,1,2,5
voiceofsandiego.org,1,2,3
economist.com,1,2,3
newrepublic.com,1,2,5
lifesitenews.com,1,1,1
nextbigfuture.com,0,2,3
politifact.com,1,2,3
tennesseestar.com,1,2,1
pluralist.com,1,2,4
stuff.co.nz,1,2,4
backchannel.com,1,2,4
cincinnati.com,1,2,2
sbgi.net,1,1,1
thefloridasqueeze.com,1,1,5
earthsky.org,1,2,3
countercurrents.org,0,2,5
newmatilda.com,1,2,4
theverge.com,1,2,4
americanactionforum.org,1,2,2
loonwatch.com,1,0,6
dawn.com,1,2,4
everydayfeminism.com,0,2,5
weforum.org,1,2,3
thereligionofpeace.com,0,0,0
i24news.tv,1,2,3
voiceofeurope.com,0,0,0
aclu.org,1,2,4
thetandd.com,1,2,3
affinitymagazine.us,1,2,4
legalinsurrection.com,0,1,1
poststar.com,1,2,3
eff.org,1,2,4
nationalcenter.org,1,1,1
bluenationreview.com,1,1,5
newslookup.com,1,2,3
realclearpolitics.com,0,2,2
thebaffler.com,1,2,4
presstv.com,1,1,4
futurism.com,1,2,3
hoggwatch.com,1,0,0
newrevolutionnow.org,1,2,1
lethbridgeherald.com,1,2,4
valleynewslive.com,1,2,2
highline.huffingtonpost.com,1,2,4
crosscut.com,1,2,4
yesimright.com,1,0,0
vidmax.com,0,0,0
world.wng.org,1,1,1
thecipherbrief.com,1,2,3
emptywheel.net,1,2,4
codepink.org,1,1,5
leftscoop.com,1,1,5
freep.com,1,2,4
sltrib.com,1,2,4
securingdemocracy.gmfus.org,0,2,3
ipatriot.com,0,1,1
news-gazette.com,1,2,2
studionewsnetwork.com,0,0,1
mcall.com,1,2,3
conservativetribune.com,1,0,0
dailysabah.com,1,1,1
oneindia.com,1,1,4
newsthump.com,1,0,3
inews.co.uk,1,2,4
bullshitnews.org,0,0,3
atlantablackstar.com,1,2,4
ncse.com,1,2,3
disobedientmedia.com,0,2,1
renewedright.com,0,1,1
newsone.com,1,2,4
chron.com,1,2,4
imediaethics.org,1,2,3
transparency.org,1,2,3
adaa.org,1,2,3
alternet.org,0,1,5
puppetstringnews.com,1,0,0
limacharlienews.com,1,2,3
calwatchdog.com,1,2,4
sfchronicle.com,1,2,4
en.mercopress.com,0,2,3
realclearscience.com,0,2,3
israelnationalnews.com,1,2,2
mayoclinic.org,1,2,3
progressivestoday.com,0,0,0
projectcensored.org,0,2,5
billmoyers.com,0,2,4
pressdemocrat.com,1,2,4
fastcompany.com,1,2,4
dailysquib.co.uk,1,0,3
citypaper.com,1,1,5
mercurynews.com,1,2,4
jihadwatch.org,0,0,0
thepeoplestruth.com,0,0,0
caribbeanlifenews.com,1,2,4
sootoday.com,1,2,4
mexiconewsdaily.com,1,2,4
financialexpress.com,1,2,3
conservativedailypost.com,1,0,0
cosmopolitan.com,1,2,5
smirkingchimp.com,1,2,5
pacificresearch.org-home,1,2,2
truthbetold.news,1,2,3
thepeoplescube.com,1,0,3
cdt.org,0,2,3
patrioticviralnews.com,0,0,0
thenewcivilrightsmovement.com,0,1,5
bipartisanreport.com,1,0,6
viralthread.com,1,1,3
concernedwomen.org-blog,1,0,0
thehardtimes.net,0,0,3
trib.com,1,2,3
dailyjournalonline.com,1,2,3
ntknetwork.com,0,1,1
thatsnonsense.com,1,2,3
denverpost.com,1,2,4
telesurtv.net-english,1,1,5
metro.us,1,2,4
baxterbulletin.com,1,2,3
npr.org-sections-news,0,2,4
judicialnetwork.com,1,1,1
dailykos.com,1,1,5
speisa.com,0,0,0
montrealgazette.com,1,2,4
theconversation.com-us,1,2,3
thequint.com,0,1,2
outlook.monmouth.edu,1,2,3
aclj.org,1,1,1
elpais.com-elpais-inenglish.html,1,2,4
tytnetwork.com,1,2,5
geneticliteracyproject.org,0,2,3
albawaba.com,1,2,3
lawfareblog.com,0,2,4
nowthisnews.com,1,1,5
againstcronycapitalism.org,1,1,1
gotnews.com,0,0,0
other98.com,1,1,5
thinkprogress.org,1,1,5
post-gazette.com,1,2,4
personalliberty.com,1,0,0
foreignpolicyi.org,1,2,2
tomdispatch.com,0,2,4
bellingcat.com,0,2,3
gizmodo.com,0,2,5
star-telegram.com,1,2,2
arkansasonline.com,1,2,2
trumpservativenews.info,1,0,0
viraldevil.com,1,0,3
timesofsandiego.com,1,2,3
votevets.org,1,2,4
kansascity.com,1,2,4
bizpacreview.com,1,1,1
usatoday.com,1,2,3
thehornnews.com,1,0,0
colombiareports.com,1,1,4
focusonthefamily.com,1,0,0
hudson.org,1,2,1
realmofhistory.com,0,2,3
necn.com,1,2,4
heavy.com,1,2,4
rightalerts.com,0,0,0
positive.news,1,2,4
allthatsfab.com,1,1,5
globetoday.com,1,1,5
fortnightlyreview.co.uk,1,2,2
prospect.org,1,2,5
fairus.org,1,0,0
judicialwatch.org,1,1,1
soas.ac.uk,1,2,3
citizen.org,1,2,4
greensboro.com,1,2,4
sfgate.com,1,2,4
businessinsider.com,1,2,4
deepstatenation.com,0,1,5
ir.net,1,1,5
elitedaily.com,1,1,5
chroniclesofdemocracy.com,1,2,5
mtstandard.com,1,2,3
esquire.com,1,2,5
takimag.com,0,0,0
squawker.org,0,0,0
americanewshub.com,0,1,1
morningconsult.com,1,2,4
carbonated.tv,1,2,5
pmnightlynews.com,0,0,0
gopusa.com,1,1,1
staradvertiser.com,1,2,4
icij.org,1,2,3
9news.com.au,1,2,2
eppc.org,1,2,2
newint.org,1,2,5
newsrescue.com,0,2,2
inquisitr.com-news,1,1,4
nationalinterest.org,1,2,2
rte.ie,1,2,3
fwweekly.com,1,2,4
consumerreports.org,1,2,3
trueviralnews.com,0,2,3
politicalsitenews.com,1,0,0
nbcnews.com,1,2,4
cleantechnica.com,0,2,4
motherjones.com,0,2,5
dailymail.co.uk,1,1,1
techcrunch.com,1,2,4
recode.net,1,2,3
stepfeed.com,0,1,4
worldpoliticsreview.com,1,2,3
dutchdailynews.com,1,2,4
abqjournal.com,1,2,3
ecfr.eu,1,2,4
americamagazine.org,0,2,4
thefiscaltimes.com,1,2,2
scmp.com,0,2,3
conservativetoday.com,1,1,1
pri.org,0,2,4
syriana-analysis.com,1,1,5
jordantimes.com,1,2,3
opednews.com,1,1,5
wnyc.org,1,2,4
lohud.com,1,2,4
commdiginews.com,1,2,2
juancole.com,1,2,5
cato.org-regulation,1,1,2
spokesman.com,1,2,2
clickhole.com,0,0,3
grist.org,1,2,4
wnd.com,0,1,1
breitbartunmasked.com,0,1,5
theweek.com,1,2,4
geologyin.com,1,2,3
progressiveliberal.net,1,1,5
amren.com,1,0,0
act.tv,0,2,5
valuewalk.com,1,2,2
wionews.com,1,1,3
the-japan-news.com,1,2,2
baltimoresun.com,1,2,4
adflegal.org,1,0,0
guns.com,1,2,2
getreligion.org,1,1,1
webmd.com,1,2,3
chroniclesmagazine.org,1,1,1
aidc.org.za,0,2,5
alec.org,1,1,1
nzherald.co.nz,1,2,3
apmreports.org,1,2,4
thewalrus.ca,1,2,5
canadafreepress.com,0,1,1
rantt.com,1,2,5
americansforprosperity.org,1,1,1
medicalxpress.com,0,2,3
realclearreligion.org,0,2,2
jpost.com-Jerusalem-Report,1,2,4
courthousenews.com,0,2,3
chicagoreporter.com,1,2,4
aei.org,1,1,1
seattlepi.com,1,2,4
thehill.com,1,1,4
10news.one,1,0,0
tmn.today,0,0,0
international.thenewslens.com,1,2,2
71republic.com,1,2,2
mysanantonio.com,1,2,4
oaoa.com,1,2,2
littlegreenfootballs.com,1,1,5
attn.com,1,2,4
news.cn,1,2,3
acpeds.org,1,0,1
o4anews.com,0,0,0
jewishpolicycenter.org,1,2,1
sandiegouniontribune.com,1,2,2
mcclatchydc.com,1,2,3
thefederalist.com,1,2,1
dailyherald.com,1,2,2
euobserver.com,1,2,4
washingtontimes.com,1,2,2
therightstuff.biz,1,0,0
understandrealitythroughscience.blogspot.com,1,2,3
bridgemi.com,1,2,3
healthcarefinancenews.com,1,2,3
tribunist.com,1,1,1
edmontonsun.com,1,2,2
worldnewsdailyreport.com,1,0,3
economyincrisis.org,1,1,5
realtimepolitics.com,0,0,6
en-volve.com,0,0,0
timesofindia.indiatimes.com,1,2,3
memeorandum.com,1,1,3
dailypresser.com,1,0,0
indiatoday.intoday.in,1,2,3
fairobserver.com,1,2,3
japantoday.com,1,2,2
phys.org,0,2,3
thesaturdaypaper.com.au,1,2,4
hillarybeattrump.org,1,0,3
therightscoop.com,0,2,1
vdare.com,0,0,0
dailyworldinformation.com,1,0,0
thegrio.com,1,2,5
zmescience.com,1,2,3
freedomsfinalstand.com,0,0,0
au.org,1,2,5
hrw.org,0,2,4
fifthestate.org,1,2,5
stubhillnews.com,1,0,3
hurriyetdailynews.com,1,2,4
wired.com,1,2,4
timesunion.com,1,2,4
hpenews.com,1,2,2
exposinggovernment.com,1,0,0
sun-sentinel.com,1,2,2
harpers.org,1,2,4
tucson.com,1,2,4
castanet.net,1,2,3
londonwebnews.com,1,0,6
dailypress.com,1,2,2
standard.co.uk,1,2,2
pe.com,1,2,2
thewhim.com,0,2,3
newstatesman.com,1,2,5
policyed.org,0,2,2
inequalitymedia.org,1,2,5
wsj.com,1,2,2
ff.org,0,1,1
thetruthdivision.com,0,0,0
humanevents.com,1,1,1
newromantimes.com,1,0,3
gulfnews.com,1,2,2
budapestbeacon.com,0,2,4
libertyunyielding.com,0,1,1
mediaite.com,1,2,5
theglobeandmail.com,1,2,4
chinadaily.com.cn,1,2,3
migrationpolicy.org,1,2,4
governing.com,1,2,4
speakgov.com,1,0,0
business2community.com,1,2,3
thegazette.com,1,2,2
ladylibertysnews.com,1,0,0
nytimes.com,1,2,4
memepoliceman.com,1,2,3
foxnews.com,1,1,1
theconservativetreehouse.com,1,2,1
verywell.com,1,2,3
leftjustified.com,1,2,4
newsheist.com,1,1,2
sungazette.com,1,2,2
rabble.ca,1,2,5
euractiv.com,1,1,4
crooksandliars.com,1,1,5
leadstories.com,1,2,3
huffingtonpost.com,0,2,5
shareblue.com,0,1,5
vulture.com,1,2,4
deadspin.com,0,2,5
universitybusiness.com,1,2,4
conservativepost.com,0,0,0
clarionproject.org,0,0,0
napavalleyregister.com,1,2,3
heartland.org,1,1,1
csis.org,1,2,3
goodnewsnetwork.org,1,2,3
house.gov,1,2,3
sojo.net,1,2,4
callthecops.net,0,0,3
tallahassee.com,1,2,2
undark.org,1,2,3
truthuncensored.net,0,0,0
popularmechanics.com,1,2,3
capoliticalreview.com,1,2,2
truthdig.com,1,2,5
adobochronicles.com,0,0,3
timeslive.co.za,1,1,2
thehayride.com,1,2,1
toinformistoinfluence.com,0,2,4
urban.org,1,2,4
herald-review.com,1,2,3
glamour.com,0,2,4
thedailybanter.com,1,2,5
insidehighered.com,1,2,4
sites.agu.org,1,2,3
ozy.com,1,2,4
dailyworldupdate.us,1,0,3
tdn.com,1,2,3
skyandtelescope.com,1,2,3
frankmag.ca,1,0,3
ire.org,1,2,3
jsonline.com,1,2,4
cjnews.com,1,2,2
thedailybeast.com,0,2,5
carolinapublicpress.org,1,2,4
pulsegulfcoast.com,1,2,4
progressivearmy.com,1,2,5
democraticmoms.com,1,0,6
themoderatevoice.com,1,2,3
mnn.com,1,2,4
rockcitytimes.com,1,0,3
en.bbarta24.net,0,2,3
commonwealthfund.org,1,2,4
irena.org,1,2,3
irrawaddy.com,1,2,4
advocate.com,1,2,5
sacbee.com,1,2,4
theolympian.com,1,2,4
english.ahram.org.eg,1,2,3
biggovernment.news,1,1,1
mediafiledc.com,1,2,4
qpolitical.com,1,0,0
populardemocracy.org,1,2,4
cleveland.com-plaindealer,1,2,4
truthrevolt.org,1,0,0
bettergov.org,1,2,3
rsf.org-en,0,2,3
americanmilitarynews.com,1,1,1
wcfcourier.com,1,2,3
acculturated.com,0,2,1
freedomoutpost.com,0,0,0
theknifemedia.com,1,2,3
reviewjournal.com,1,2,2
wonkette.com,1,1,5
thegatewaypundit.com,1,0,0
doctorswithoutborders.org,1,2,3
fpri.org,1,2,2
bustle.com,1,2,4
belfercenter.org,1,2,3
madworldnews.com,1,0,0
conservativefiringline.com,0,0,0
crimeola.com,1,2,3
independent.ie,1,2,2
politicops.com,0,0,3
derfmagazine.com,1,0,3
currentaffairs.org,1,2,5
reuters.com,1,2,3
defiantamerica.com,0,0,0
rollcall.com,1,2,3
teddystick.com,0,0,0
postandcourier.com,1,2,3
good.is,1,2,5
sandiegofreepress.org,1,2,4
bdnews24.com,1,2,3
independent.com,1,2,4
therealnews.com-t2,1,2,4
cei.org,1,2,2
nationofchange.org,0,1,5
ricochet.com,1,1,1
citizen-times.com,1,2,4
waterfordwhispersnews.com,1,0,3
aim.org,1,1,1
upi.com,1,2,3
thevarsity.ca,1,2,4
iflscience.com,0,2,3
thetab.com,1,2,4
shadowproof.com,0,2,5
shareably.net,1,2,3
saudigazette.com.sa,1,2,4
opposingviews.com,1,2,4
armstrongeconomics.com,1,2,2
listverse.com,1,2,3
theaustralian.com.au,1,2,2
gaystarnews.com,1,2,4
meduza.io,0,2,5
engadget.com,1,2,4
oregonlive.com-#-0,1,2,2
washingtonpress.com,0,1,5
news.abs-cbn.com,1,2,3
deadstate.org,1,2,5
hangthebankers.com,0,0,0
thejournal.ie,1,2,3
nationalnewswatch.com,0,2,4
duhprogressive.com,1,0,3
dutchreview.com,1,1,4
realclearpolicy.com,1,2,2
healthline.com,1,2,3
watchdog.org,1,1,2
spectator.org,1,2,1
alaraby.co.uk,1,2,4
journalstar.com,1,2,3
this.org,1,2,5
ced.org,1,2,3
rfa.org-english,1,2,4
filmingcops.com,0,2,5
nymag.com,1,2,5
stonecoldtruth.com,1,0,0
spiked-online.com,0,1,1
meanlefthook.com,1,1,5
cgdev.org,1,2,3
macleans.ca,1,2,4
patch.com,0,2,3
dcwhispers.com,1,1,1
plymouthpatriotpost.com,1,0,0
extranewsfeed.com,0,1,5
dailycaller.com,1,1,1
bitchmedia.org,1,2,5
colddeadhands.us,1,1,1
wvgazettemail.com,1,2,4
campaignforliberty.org,1,1,2
remnantnewspaper.com,0,0,0
guardianlv.com,1,2,5
unclesamsmisguidedchildren.com,1,0,0
thewrap.com,1,1,3
yahoo.com-news-?ref=gs,1,1,4
qz.com,1,2,4
cnn.com,0,1,5
ageofshitlords.com,1,0,1
undergroundjournalist.org,0,0,6
viraltitle.com,1,1,5
adn.com,1,2,4
charlotteobserver.com,1,2,4
courant.com,1,2,4
nottnews.com,1,0,3
lifezette.com,1,1,1
restoreamericanglory.com,0,2,1
mises.org,0,1,2
newsy.com,0,2,4
hbr.org,1,2,3
circa.com,0,2,2
pantagraph.com,1,2,3
liberalmountain.com,0,2,4
jointcenter.org,1,2,4
journalnow.com,1,2,2
cityandstateny.com,1,2,3
teapartypatriots.org,1,2,1
splcenter.org,1,2,4
historynewsnetwork.org,1,2,4
defund.com,1,0,0
people.com-politics,0,2,5
oann.com,0,1,1
zcomm.org-zmag,0,2,5
theblacksphere.net,0,1,1
stocknewsusa.com,0,2,3
cctv-america.com,0,2,4
firstpost.com,1,2,5
